gene_symbol,chr,start,end,strand,biotype,gene_id
MEP1A,6,46793368,46846488,1,protein_coding,ENSG00000112818
CILK1,6,53001279,53061896,-1,protein_coding,ENSG00000112144
BICRAL,6,42781931,42868560,1,protein_coding,ENSG00000112624
MYCT1,6,152697889,152724585,1,protein_coding,ENSG00000120279
HLA-DQB2,6,32756094,32763563,-1,protein_coding,ENSG00000232629
TBX18,6,84687351,84764613,-1,protein_coding,ENSG00000112837
HLA-DPA1,6,33064569,33080781,-1,protein_coding,ENSG00000231389
GCLC,6,53497341,53616970,-1,protein_coding,ENSG00000001084
USP45,6,99432325,99521728,-1,protein_coding,ENSG00000123552
ENPP3,6,131628292,131749043,1,protein_coding,ENSG00000154269
MYLK4,6,2663629,2770381,-1,protein_coding,ENSG00000145949
PGBD1,6,28281488,28303691,1,protein_coding,ENSG00000137338
SUPT3H,6,44809317,45377953,-1,protein_coding,ENSG00000196284
ECT2L,6,138795911,138904711,1,protein_coding,ENSG00000203734
ZNF76,6,35258909,35295985,1,protein_coding,ENSG00000065029
ESR1,6,151651284,152129619,1,protein_coding,ENSG00000091831
BPHL,6,3118374,3153661,1,protein_coding,ENSG00000137274
SLC17A2,6,25906892,25930815,-1,protein_coding,ENSG00000112337
ZNF311,6,28994040,29005651,-1,protein_coding,ENSG00000197935
TAF8,6,42050513,42087461,1,protein_coding,ENSG00000137413
MDGA1,6,37630679,37699306,-1,protein_coding,ENSG00000112139
HLA-DRB5,6,32516622,32530369,-1,protein_coding,ENSG00000198502
EEF1E1,6,8073259,8102625,-1,protein_coding,ENSG00000124802
COX7A2,6,75237675,75250323,-1,protein_coding,ENSG00000112695
PHACTR2,6,143536582,143831185,1,protein_coding,ENSG00000112419
TRIM15,6,30163194,30173160,1,protein_coding,ENSG00000204610
IP6K3,6,33721314,33750520,-1,protein_coding,ENSG00000161896
RMND1,6,151398824,151452181,-1,protein_coding,ENSG00000155906
HLA-DOB,6,32812763,32820466,-1,protein_coding,ENSG00000241106
ABRACL,6,139013371,139046816,1,protein_coding,ENSG00000146386
H2BC12,6,27135928,27146863,-1,protein_coding,ENSG00000197903
UTRN,6,144284852,144853034,1,protein_coding,ENSG00000152818
XPO5,6,43522334,43576091,-1,protein_coding,ENSG00000124571
WASF1,6,110099581,110180032,-1,protein_coding,ENSG00000112290
RAET1G,6,149915593,149923126,-1,protein_coding,ENSG00000203722
TMEM14B,6,10747695,10866590,1,protein_coding,ENSG00000137210
FAM184A,6,118957707,119149387,-1,protein_coding,ENSG00000111879
H2BC13,6,27805409,27807936,-1,protein_coding,ENSG00000185130
NUDT3,6,34263257,34392832,-1,protein_coding,ENSG00000272325
MTHFD1L,6,150865419,151101889,1,protein_coding,ENSG00000120254
STX7,6,132409374,132513999,-1,protein_coding,ENSG00000079950
BAG2,6,57172272,57189833,1,protein_coding,ENSG00000112208
SRF,6,43170910,43181506,1,protein_coding,ENSG00000112658
IYD,6,150368892,150405969,1,protein_coding,ENSG00000009765
GLO1,6,38675925,38703178,-1,protein_coding,ENSG00000124767
COL12A1,6,75084326,75206267,-1,protein_coding,ENSG00000111799
HLA-B,6,31353195,31367067,-1,protein_coding,ENSG00000234745
MICAL1,6,109444062,109465968,-1,protein_coding,ENSG00000135596
PDCD2,6,170572301,170584692,-1,protein_coding,ENSG00000071994
F13A1,6,6144080,6321013,-1,protein_coding,ENSG00000124491
ACOT13,6,24666901,24714084,1,protein_coding,ENSG00000112304
ARHGAP18,6,129576132,129710252,-1,protein_coding,ENSG00000146376
DDR1,6,30876421,30900978,1,protein_coding,ENSG00000204580
EEF1A1,6,73489308,73525587,-1,protein_coding,ENSG00000156508
SLC22A23,6,3268962,3457100,-1,protein_coding,ENSG00000137266
H2BC5,6,26158122,26171349,1,protein_coding,ENSG00000158373
PRL,6,22287244,22302826,-1,protein_coding,ENSG00000172179
LSM2,6,31797019,31806992,-1,protein_coding,ENSG00000204392
ZBTB24,6,109460632,109483273,-1,protein_coding,ENSG00000112365
FABP7,6,122779597,122784074,1,protein_coding,ENSG00000164434
DAAM2,6,39792298,39904877,1,protein_coding,ENSG00000146122
PBX2,6,32184733,32190278,-1,protein_coding,ENSG00000204304
FRS3,6,41769318,41787570,-1,protein_coding,ENSG00000137218
PAQR8,6,52361421,52407777,1,protein_coding,ENSG00000170915
NQO2,6,2987987,3022745,1,protein_coding,ENSG00000124588
CLPS,6,35794982,35798251,-1,protein_coding,ENSG00000137392
DEFB112,6,50042099,50049936,-1,protein_coding,ENSG00000180872
KLHL31,6,53647916,53665868,-1,protein_coding,ENSG00000124743
PHIP,6,78934419,79078544,-1,protein_coding,ENSG00000146247
MYO6,6,75748788,75919537,1,protein_coding,ENSG00000196586
SLC22A1,6,160121372,160160590,1,protein_coding,ENSG00000175003
GPX6,6,28503296,28528215,-1,protein_coding,ENSG00000198704
KPNA5,6,116681149,116741867,1,protein_coding,ENSG00000196911
KIAA0319,6,24544104,24646197,-1,protein_coding,ENSG00000137261
MICB,6,31494881,31511124,1,protein_coding,ENSG00000204516
GMNN,6,24774892,24788205,1,protein_coding,ENSG00000112312
CENPW,6,126340088,126349768,1,protein_coding,ENSG00000203760
C6orf118,6,165279458,165309630,-1,protein_coding,ENSG00000112539
PEX7,6,136822546,136914598,1,protein_coding,ENSG00000112357
SLC29A1,6,44219245,44243425,1,protein_coding,ENSG00000112759
C6orf15,6,31111223,31112582,-1,protein_coding,ENSG00000204542
,6,63572002,63583588,1,protein_coding,ENSG00000285976
PPT2,6,32146580,32163679,1,protein_coding,ENSG00000221988
APOM,6,31652416,31658214,1,protein_coding,ENSG00000204444
CRIP3,6,43299710,43308878,-1,protein_coding,ENSG00000146215
TTLL2,6,167325071,167359503,1,protein_coding,ENSG00000120440
PRICKLE4,6,41780739,41787452,1,protein_coding,ENSG00000278224
WDR27,6,169457211,169702729,-1,protein_coding,ENSG00000184465
SFTA2,6,30931353,30955636,-1,protein_coding,ENSG00000196260
KHDC3L,6,73362653,73364173,1,protein_coding,ENSG00000203908
IPCEF1,6,154154496,154356832,-1,protein_coding,ENSG00000074706
OOEP,6,73368549,73395133,-1,protein_coding,ENSG00000203907
GJA1,6,121435577,121449739,1,protein_coding,ENSG00000152661
PRPH2,6,42696598,42722621,-1,protein_coding,ENSG00000112619
TCP11,6,35118071,35148610,-1,protein_coding,ENSG00000124678
CEP43,6,166999174,167052718,1,protein_coding,ENSG00000213066
CNR1,6,88139863,88167364,-1,protein_coding,ENSG00000118432
CSNK2B,6,31665227,31670343,1,protein_coding,ENSG00000204435
TREML4,6,41228339,41238882,1,protein_coding,ENSG00000188056
LYRM2,6,89568144,89638761,-1,protein_coding,ENSG00000083099
THEMIS,6,127706178,127918631,-1,protein_coding,ENSG00000172673
SNRNP48,6,7590181,7612832,1,protein_coding,ENSG00000168566
C6orf62,6,24704105,24720900,-1,protein_coding,ENSG00000112308
TOMM6,6,41787620,41872570,1,protein_coding,ENSG00000214736
ATF6B,6,32115264,32128255,-1,protein_coding,ENSG00000213676
LCA5,6,79484991,79545138,-1,protein_coding,ENSG00000135338
NOTCH4,6,32194843,32224111,-1,protein_coding,ENSG00000204301
CENPQ,6,49463335,49495815,1,protein_coding,ENSG00000031691
JARID2,6,15244937,15522042,1,protein_coding,ENSG00000008083
CD83,6,14117256,14203465,1,protein_coding,ENSG00000112149
SLC17A4,6,25753300,25783316,1,protein_coding,ENSG00000146039
MTFR2,6,136231024,136250571,-1,protein_coding,ENSG00000146410
TREML2,6,41189749,41201149,-1,protein_coding,ENSG00000112195
TBPL1,6,133947770,133990432,1,protein_coding,ENSG00000028839
SLC22A7,6,43295694,43305543,1,protein_coding,ENSG00000137204
TENT5A,6,81491439,81752774,-1,protein_coding,ENSG00000112773
TAF11,6,34829083,34889192,-1,protein_coding,ENSG00000064995
TCF21,6,133889106,133896857,1,protein_coding,ENSG00000118526
KCTD20,6,36442767,36493886,1,protein_coding,ENSG00000112078
HIVEP2,6,142751467,142956698,-1,protein_coding,ENSG00000010818
TREM1,6,41267099,41286703,-1,protein_coding,ENSG00000124731
NFKBIE,6,44258166,44265788,-1,protein_coding,ENSG00000146232
CDYL,6,4706159,4955551,1,protein_coding,ENSG00000153046
DACT2,6,168292830,168319783,-1,protein_coding,ENSG00000164488
H2BC4,6,26067392,26124016,-1,protein_coding,ENSG00000180596
TTK,6,80003887,80043580,1,protein_coding,ENSG00000112742
ADGRF5,6,46852310,46956392,-1,protein_coding,ENSG00000069122
LAMA4,6,112106077,112254939,-1,protein_coding,ENSG00000112769
KIF25,6,167996241,168045109,1,protein_coding,ENSG00000125337
IL22RA2,6,137143820,137173648,-1,protein_coding,ENSG00000164485
OPN5,6,47781982,47832780,1,protein_coding,ENSG00000124818
MAPK13,6,36127809,36144524,1,protein_coding,ENSG00000156711
PTCHD4,6,47856673,48111212,-1,protein_coding,ENSG00000244694
POLH,6,43575537,43628361,1,protein_coding,ENSG00000170734
TRIM39,6,30325880,30344265,1,protein_coding,ENSG00000204599
TRDN,6,123215088,123637316,-1,protein_coding,ENSG00000186439
ZKSCAN4,6,28241011,28252924,-1,protein_coding,ENSG00000187626
GNL1,6,30541212,30556603,-1,protein_coding,ENSG00000204590
VNN2,6,132743870,132763466,-1,protein_coding,ENSG00000112303
SIRT5,6,13512411,13615158,1,protein_coding,ENSG00000124523
PGC,6,41736703,41754109,-1,protein_coding,ENSG00000096088
PRP4K,6,4021199,4064983,1,protein_coding,ENSG00000112739
LRRC1,6,53793768,53924734,1,protein_coding,ENSG00000137269
NCR3,6,31588895,31593217,-1,protein_coding,ENSG00000204475
ABCC10,6,43427366,43451783,1,protein_coding,ENSG00000124574
UST,6,148746895,149078419,1,protein_coding,ENSG00000111962
SLC26A8,6,35943516,36028767,-1,protein_coding,ENSG00000112053
RWDD1,6,116571386,116598204,1,protein_coding,ENSG00000111832
EDN1,6,12287459,12297194,1,protein_coding,ENSG00000078401
TRAM2,6,52497408,52577316,-1,protein_coding,ENSG00000065308
CD24,6,106969831,106975802,-1,protein_coding,ENSG00000272398
RPS6KA2,6,166409364,166906451,-1,protein_coding,ENSG00000071242
PKHD1,6,51615299,52087618,-1,protein_coding,ENSG00000170927
VEGFA,6,43770184,43786487,1,protein_coding,ENSG00000112715
GTF2H5,6,158167749,158199344,1,protein_coding,ENSG00000272047
RPF2,6,110982015,111028264,1,protein_coding,ENSG00000197498
PPP1R10,6,30600400,30618612,-1,protein_coding,ENSG00000204569
MCM3,6,52264009,52284881,-1,protein_coding,ENSG00000112118
RNF144B,6,18307066,18468874,1,protein_coding,ENSG00000137393
SYCP2L,6,10886831,10979320,1,protein_coding,ENSG00000153157
DOP1A,6,83067638,83171350,1,protein_coding,ENSG00000083097
TNF,6,31575558,31578336,1,protein_coding,ENSG00000232810
IER3,6,30743199,30744555,-1,protein_coding,ENSG00000137331
GCNT2,6,10492223,10629377,1,protein_coding,ENSG00000111846
RAB23,6,57186103,57222848,-1,protein_coding,ENSG00000112210
SLC60A2,6,111259327,111445354,1,protein_coding,ENSG00000173214
MMS22L,6,97141741,97283241,-1,protein_coding,ENSG00000146263
TMEM217B,6,37212181,37258155,-1,protein_coding,ENSG00000286105
C6orf136,6,30647003,30653225,1,protein_coding,ENSG00000204564
TFEB,6,41683978,41736259,-1,protein_coding,ENSG00000112561
GABRR1,6,89177504,89231278,-1,protein_coding,ENSG00000146276
PI16,6,36948258,36965993,1,protein_coding,ENSG00000164530
ZNF451,6,57086844,57170305,1,protein_coding,ENSG00000112200
DPPA5,6,73353063,73354294,-1,protein_coding,ENSG00000203909
SLC35D3,6,136921923,136925660,1,protein_coding,ENSG00000182747
AK9,6,109492855,109691229,-1,protein_coding,ENSG00000155085
ARMC2,6,108841937,108974551,1,protein_coding,ENSG00000118690
BRD2,6,32968564,32981505,1,protein_coding,ENSG00000204256
HLA-A,6,29941260,29949606,1,protein_coding,ENSG00000206503
ABHD16A,6,31686954,31703391,-1,protein_coding,ENSG00000204427
SLC16A10,6,111087445,111258090,1,protein_coding,ENSG00000112394
MOXD1,6,132295882,132401556,-1,protein_coding,ENSG00000079931
ZC3H12D,6,149446795,149485036,-1,protein_coding,ENSG00000178199
FRK,6,115931149,116061093,-1,protein_coding,ENSG00000111816
DEK,6,18223860,18265997,-1,protein_coding,ENSG00000124795
MTCL3,6,127467569,127519383,-1,protein_coding,ENSG00000214338
CCHCR1,6,31142439,31158238,-1,protein_coding,ENSG00000204536
VIP,6,152746498,152760674,1,protein_coding,ENSG00000146469
EGFL8,6,32163918,32171980,1,protein_coding,ENSG00000241404
AKAP12,6,151239913,151358563,1,protein_coding,ENSG00000131016
LATS1,6,149658153,149718261,-1,protein_coding,ENSG00000131023
CEP162,6,84124241,84227685,-1,protein_coding,ENSG00000135315
HLA-DQB1,6,32640622,32668383,-1,protein_coding,ENSG00000179344
HBS1L,6,134958349,135103056,-1,protein_coding,ENSG00000112339
MDFI,6,41636840,41654250,1,protein_coding,ENSG00000112559
CFAP206,6,87407966,87464678,1,protein_coding,ENSG00000272514
SLC17A1,6,25781532,25832067,-1,protein_coding,ENSG00000124568
CCDC28A,6,138773493,138809746,1,protein_coding,ENSG00000024862
MAP3K4,6,160991344,161117385,1,protein_coding,ENSG00000085511
KIAA0408,6,127438406,127459433,-1,protein_coding,ENSG00000189367
SLC2A12,6,133987132,134052660,-1,protein_coding,ENSG00000146411
HMGCLL1,6,55434364,55579197,-1,protein_coding,ENSG00000146151
CDKAL1,6,20534442,21232855,1,protein_coding,ENSG00000145996
TFAP2A,6,10393186,10419659,-1,protein_coding,ENSG00000137203
DST,6,56457981,56955274,-1,protein_coding,ENSG00000151914
RUNX2,6,45328157,45664349,1,protein_coding,ENSG00000124813
FAM120B,6,170290703,170407090,1,protein_coding,ENSG00000112584
BMP6,6,7726049,7881730,1,protein_coding,ENSG00000153162
ENPP5,6,46149704,46171113,-1,protein_coding,ENSG00000112796
HFE,6,26087226,26098343,1,protein_coding,ENSG00000010704
PM20D2,6,89145999,89165565,1,protein_coding,ENSG00000146281
CLDN20,6,155264013,155276548,1,protein_coding,ENSG00000171217
KIF6,6,39329990,39725441,-1,protein_coding,ENSG00000164627
UQCC2,6,33690635,33711748,-1,protein_coding,ENSG00000137288
TDRD6,6,46687875,46704319,1,protein_coding,ENSG00000180113
BTBD9,6,38168451,38640172,-1,protein_coding,ENSG00000183826
PNLDC1,6,159800249,159820704,1,protein_coding,ENSG00000146453
KCNK5,6,39183923,39229559,-1,protein_coding,ENSG00000164626
TUBB2B,6,3223324,3231730,-1,protein_coding,ENSG00000137285
SMIM8,6,87322559,87401050,1,protein_coding,ENSG00000111850
C6orf52,6,10671283,10694797,-1,protein_coding,ENSG00000137434
TMEM14A,6,52671072,52686592,1,protein_coding,ENSG00000096092
TAB2,6,149218641,149411901,1,protein_coding,ENSG00000055208
CCN2,6,131948176,131951456,-1,protein_coding,ENSG00000118523
CCDC170,6,151493754,151621193,1,protein_coding,ENSG00000120262
SPATS1,6,44342650,44380179,1,protein_coding,ENSG00000249481
EPM2A,6,145382535,145736023,-1,protein_coding,ENSG00000112425
PXDC1,6,3721485,3752088,-1,protein_coding,ENSG00000168994
MRPL2,6,43054029,43059464,-1,protein_coding,ENSG00000112651
ORC3,6,87590067,87681796,1,protein_coding,ENSG00000135336
AFG1L,6,108294892,108526796,1,protein_coding,ENSG00000135537
CLVS2,6,122996029,123072925,1,protein_coding,ENSG00000146352
MDC1,6,30699807,30717562,-1,protein_coding,ENSG00000137337
RNF182,6,13924446,13980310,1,protein_coding,ENSG00000180537
RHAG,6,49605157,49636839,-1,protein_coding,ENSG00000112077
ANKRD66,6,46746922,46759790,1,protein_coding,ENSG00000230062
FLOT1,6,30727709,30743075,-1,protein_coding,ENSG00000137312
MEI4,6,77650274,77927045,1,protein_coding,ENSG00000269964
LAMA2,6,128883075,129517185,1,protein_coding,ENSG00000196569
SCML4,6,107701722,107824328,-1,protein_coding,ENSG00000146285
TFAP2B,6,50818702,50847619,1,protein_coding,ENSG00000008196
TBC1D7,6,13266536,13328583,-1,protein_coding,ENSG00000145979
MCM9,6,118813260,118935170,-1,protein_coding,ENSG00000111877
CPNE5,6,36738448,36840052,-1,protein_coding,ENSG00000124772
PLEKHG1,6,150599687,150843665,1,protein_coding,ENSG00000120278
PRR3,6,30556704,30563723,1,protein_coding,ENSG00000204576
NT5DC1,6,116100804,116249497,1,protein_coding,ENSG00000178425
FKBP5,6,35572945,35728622,-1,protein_coding,ENSG00000096060
SLC22A16,6,110424687,110476681,-1,protein_coding,ENSG00000004809
MDN1,6,89642498,89819809,-1,protein_coding,ENSG00000112159
FBXO30,6,145793502,145815267,-1,protein_coding,ENSG00000118496
LY6G6D,6,31715285,31717919,1,protein_coding,ENSG00000244355
SLC35A1,6,87470623,87512336,1,protein_coding,ENSG00000164414
MCHR2,6,99918501,99994247,-1,protein_coding,ENSG00000152034
ULBP1,6,149963935,149973715,1,protein_coding,ENSG00000111981
SCAND3,6,28570535,28616212,-1,protein_coding,ENSG00000232040
SYTL3,6,158644387,158768361,1,protein_coding,ENSG00000164674
APOBEC2,6,41053201,41067058,1,protein_coding,ENSG00000124701
ZNF184,6,27449021,27473141,-1,protein_coding,ENSG00000096654
KIF13A,6,17758198,17988274,-1,protein_coding,ENSG00000137177
PRSS35,6,83512478,83525704,1,protein_coding,ENSG00000146250
LST1,6,31581065,31588911,1,protein_coding,ENSG00000204482
ANKRD6,6,89433119,89634170,1,protein_coding,ENSG00000135299
BACH2,6,89926528,90296982,-1,protein_coding,ENSG00000112182
TMEM63B,6,44126614,44155520,1,protein_coding,ENSG00000137216
CDC5L,6,44387547,44450924,1,protein_coding,ENSG00000096401
PKIB,6,122471914,122736903,1,protein_coding,ENSG00000135549
FRMD1,6,168053095,168101511,-1,protein_coding,ENSG00000153303
BEND6,6,56954805,57027980,1,protein_coding,ENSG00000151917
C6orf163,6,87344813,87365463,1,protein_coding,ENSG00000203872
MSH5,6,31739677,31762678,1,protein_coding,ENSG00000204410
SMOC2,6,168440656,168673445,1,protein_coding,ENSG00000112562
TULP4,6,158232236,158511828,1,protein_coding,ENSG00000130338
RGS17,6,153004449,153131306,-1,protein_coding,ENSG00000091844
AFDN,6,167826859,167972023,1,protein_coding,ENSG00000130396
MRPL18,6,159789812,159799027,1,protein_coding,ENSG00000112110
LRFN2,6,40391591,40587450,-1,protein_coding,ENSG00000156564
UNC5CL,6,41026895,41039221,-1,protein_coding,ENSG00000124602
SLC39A7,6,33200305,33204439,1,protein_coding,ENSG00000112473
GPX5,6,28525881,28534955,1,protein_coding,ENSG00000224586
DSE,6,116253604,116444861,1,protein_coding,ENSG00000111817
E2F3,6,20401840,20493714,1,protein_coding,ENSG00000112242
PSORS1C2,6,31137534,31139721,-1,protein_coding,ENSG00000204538
UFL1,6,96521595,96555943,1,protein_coding,ENSG00000014123
RPS18,6,33271730,33276513,1,protein_coding,ENSG00000231500
CALHM6,6,116461365,116466082,1,protein_coding,ENSG00000188820
ROS1,6,117287353,117425946,-1,protein_coding,ENSG00000047936
SYNCRIP,6,85607390,85644063,-1,protein_coding,ENSG00000135316
DXO,6,31969810,31972517,-1,protein_coding,ENSG00000204348
PGM3,6,83147324,83194005,-1,protein_coding,ENSG00000013375
B3GAT2,6,70856679,70957464,-1,protein_coding,ENSG00000112309
PSORS1C1,6,31114750,31140092,1,protein_coding,ENSG00000204540
PAK1IP1,6,10694633,10711168,1,protein_coding,ENSG00000111845
SAPCD1,6,31762656,31764851,1,protein_coding,ENSG00000228727
,7,4792983,4793127,-1,transcribed_unprocessed_pseudogene,ENSG00000287541
RPL22P16,7,4865432,4865804,-1,processed_pseudogene,ENSG00000213935
,7,7078302,7079742,-1,processed_pseudogene,ENSG00000239696
,7,7177952,7178324,1,processed_pseudogene,ENSG00000244167
PER3P1,7,9634270,9635703,1,processed_pseudogene,ENSG00000271077
,7,7619872,7620543,1,lncRNA,ENSG00000272745
HSPA8P8,7,10451311,10453252,1,processed_pseudogene,ENSG00000229091
,7,7293508,7293880,1,processed_pseudogene,ENSG00000236712
,7,10702676,10707406,1,lncRNA,ENSG00000236414
CYP3A54P,7,4511959,4512033,-1,processed_pseudogene,ENSG00000261809
,7,9850924,9851386,1,processed_pseudogene,ENSG00000270611
,7,14814131,14816565,1,lncRNA,ENSG00000226323
CCNB2P1,7,7909300,7910449,-1,processed_pseudogene,ENSG00000214998
,7,1464497,1467522,-1,lncRNA,ENSG00000273230
,7,20641558,20641948,-1,processed_pseudogene,ENSG00000223866
PAPOLB,7,4857738,4862030,-1,protein_coding,ENSG00000218823
,7,20588990,20590085,1,processed_pseudogene,ENSG00000231525
RPL23AP52,7,11006399,11006876,-1,processed_pseudogene,ENSG00000230370
RPL36AP26,7,15701435,15701752,-1,processed_pseudogene,ENSG00000235828
,7,20096137,20130475,1,lncRNA,ENSG00000267055
,7,15667947,15681980,1,lncRNA,ENSG00000237070
,7,9869774,9985895,1,lncRNA,ENSG00000235431
,7,19144293,19146253,1,lncRNA,ENSG00000229533
,7,3642815,3643784,-1,lncRNA,ENSG00000236510
,7,19112474,19114271,1,lncRNA,ENSG00000232821
CPAMD8P1,7,9726241,9728272,1,processed_pseudogene,ENSG00000197320
,7,10476581,10476878,1,processed_pseudogene,ENSG00000234356
RBMX2P4,7,12922545,12922920,-1,processed_pseudogene,ENSG00000230879
NPM1P11,7,11257681,11258535,-1,processed_pseudogene,ENSG00000226827
GAPDHP68,7,9614978,9615985,1,processed_pseudogene,ENSG00000233876
,7,17299295,17467234,1,protein_coding,ENSG00000283321
GTF3AP5,7,14985378,14986074,-1,processed_pseudogene,ENSG00000225816
,7,7735743,7736851,-1,processed_pseudogene,ENSG00000270314
,7,15689075,15690854,-1,lncRNA,ENSG00000225974
,7,15841297,15842360,-1,lncRNA,ENSG00000229379
RPL21P75,7,20002765,20003247,1,processed_pseudogene,ENSG00000213860
,7,21400920,21401613,-1,processed_pseudogene,ENSG00000229949
EIF4HP1,7,27458163,27458849,-1,processed_pseudogene,ENSG00000233830
,7,7640752,8004053,1,lncRNA,ENSG00000283549
,7,35496021,35510263,-1,lncRNA,ENSG00000235464
LINC02888,7,17374867,17467256,1,lncRNA,ENSG00000236318
RPS26P30,7,20843627,20843961,1,processed_pseudogene,ENSG00000234839
,7,30371508,30372741,1,processed_pseudogene,ENSG00000235859
,7,30424672,30425412,1,lncRNA,ENSG00000272638
PSMC1P2,7,27461766,27462969,1,processed_pseudogene,ENSG00000213781
CCDC86P1,7,27491682,27492765,-1,processed_pseudogene,ENSG00000235574
,7,32758882,32759353,1,lncRNA,ENSG00000273014
,7,10940423,10940735,1,lncRNA,ENSG00000271185
,7,54676217,54677369,1,processed_pseudogene,ENSG00000288525
EEF1A1P27,7,20582072,20583206,1,processed_pseudogene,ENSG00000179460
,7,13339201,13365049,-1,lncRNA,ENSG00000237713
,7,49760897,49762764,-1,TEC,ENSG00000279104
,7,23365618,23365976,1,processed_pseudogene,ENSG00000232627
,7,57770619,57770946,-1,unprocessed_pseudogene,ENSG00000227015
RRBP1P1,7,53002420,53003429,1,processed_pseudogene,ENSG00000223970
,7,54185071,54257577,-1,lncRNA,ENSG00000287953
LINC01176,7,30390885,30412375,1,lncRNA,ENSG00000281404
ROBO2P1,7,51600286,51600573,-1,processed_pseudogene,ENSG00000229478
,7,57770966,57771173,1,unprocessed_pseudogene,ENSG00000232161
,7,57822465,57822801,-1,unprocessed_pseudogene,ENSG00000231232
LINC03129,7,65840055,65842396,1,lncRNA,ENSG00000236529
,7,15066207,15068651,1,lncRNA,ENSG00000227489
VN1R33P,7,63401385,63402271,-1,unitary_pseudogene,ENSG00000227426
RPL31P35,7,54656358,54656734,1,processed_pseudogene,ENSG00000232612
HAUS6P1,7,53187388,53188938,1,processed_pseudogene,ENSG00000227344
ELMO1-AS1,7,36997796,37013630,1,lncRNA,ENSG00000224101
,7,54201224,54202421,1,lncRNA,ENSG00000280920
POM121L12,7,53035633,53036925,1,protein_coding,ENSG00000221900
,7,54721724,54731047,1,lncRNA,ENSG00000286404
,7,57772584,57773199,-1,unprocessed_pseudogene,ENSG00000230271
,7,28615097,28615888,-1,processed_pseudogene,ENSG00000225286
GNL2P1,7,49942251,49944440,-1,processed_pseudogene,ENSG00000223893
HMGN1P19,7,46634614,46634946,1,processed_pseudogene,ENSG00000224519
,7,66505155,66506223,-1,processed_pseudogene,ENSG00000179342
,7,45303620,45304362,1,processed_pseudogene,ENSG00000275295
,7,57828331,57837046,1,unprocessed_pseudogene,ENSG00000231484
ARAFP2,7,63404842,63405400,-1,processed_pseudogene,ENSG00000224368
TRIL,7,28953358,28958330,-1,protein_coding,ENSG00000255690
,7,57652875,57653208,1,unprocessed_pseudogene,ENSG00000236261
,7,57773183,57773381,1,unprocessed_pseudogene,ENSG00000250923
GTF2IP9,7,66407288,66409239,-1,transcribed_unprocessed_pseudogene,ENSG00000251451
,7,33379964,33380886,1,processed_pseudogene,ENSG00000238090
,7,57776972,57777521,-1,unprocessed_pseudogene,ENSG00000224484
RPS17P13,7,37116779,37117185,1,processed_pseudogene,ENSG00000224706
,7,68091223,68119209,1,lncRNA,ENSG00000236531
,7,66474556,66475749,1,TEC,ENSG00000279785
,7,50093279,50094123,1,lncRNA,ENSG00000287521
ELK1P1,7,45391626,45392205,-1,processed_pseudogene,ENSG00000234359
,7,46261064,46294469,1,lncRNA,ENSG00000229459
,7,57629285,57630151,1,processed_pseudogene,ENSG00000270749
,7,30362400,30412502,1,protein_coding,ENSG00000281593
,7,50839363,50841992,-1,lncRNA,ENSG00000236046
SLC25A5P5,7,32471513,32472409,1,processed_pseudogene,ENSG00000226421
,7,57835309,57836251,-1,processed_pseudogene,ENSG00000271696
RNF138P2,7,53316149,53316740,1,processed_pseudogene,ENSG00000271194
,7,49230137,49254816,1,lncRNA,ENSG00000234686
SLC25A1P2,7,63398046,63398957,1,processed_pseudogene,ENSG00000234467
,7,55887277,55955239,1,protein_coding,ENSG00000249773
RPL7P31,7,34710757,34711480,1,processed_pseudogene,ENSG00000235379
,7,57817601,57818012,-1,unprocessed_pseudogene,ENSG00000236907
MTATP6P21,7,67627831,67628019,1,unprocessed_pseudogene,ENSG00000226392
MTCO1P57,7,68097737,68098250,1,unprocessed_pseudogene,ENSG00000232975
,7,57654822,57655392,1,unprocessed_pseudogene,ENSG00000234085
,7,63263065,63263456,1,processed_pseudogene,ENSG00000236638
,7,88420167,88756725,1,lncRNA,ENSG00000233420
KPNA2P2,7,88564793,88566281,-1,processed_pseudogene,ENSG00000228928
SEPTIN14P1,7,63117501,63154934,-1,unprocessed_pseudogene,ENSG00000231523
SEPTIN14P24,7,56360362,56360541,-1,unprocessed_pseudogene,ENSG00000231299
ZNF90P3,7,63087070,63088261,-1,processed_pseudogene,ENSG00000233782
,7,65463071,65463438,1,lncRNA,ENSG00000238124
,7,62275361,62275678,-1,processed_pseudogene,ENSG00000233918
COX6A1P7,7,88749470,88749694,1,processed_pseudogene,ENSG00000227979
,7,63349154,63350059,-1,processed_pseudogene,ENSG00000227545
BSNDP4,7,57638725,57639112,1,processed_pseudogene,ENSG00000229627
ARF1P1,7,94833904,94834447,1,processed_pseudogene,ENSG00000219807
,7,45460712,45542182,1,lncRNA,ENSG00000225537
,7,66511556,66545066,1,unprocessed_pseudogene,ENSG00000234500
NCAPD2P1,7,34750253,34752053,-1,processed_pseudogene,ENSG00000230356
,7,57817996,57818197,1,unprocessed_pseudogene,ENSG00000250618
EIF4A1P13,7,88448788,88449017,-1,processed_pseudogene,ENSG00000225701
,7,52165235,52192913,-1,lncRNA,ENSG00000233960
DDX43P2,7,49258493,49259846,-1,processed_pseudogene,ENSG00000270763
,7,95348718,95348910,-1,processed_pseudogene,ENSG00000237160
