gene_id	gate_type	complexity_score
ENSG00000185306	NULL	-1
ENSG00000256192	NULL	-1
ENSG00000256293	NULL	-1
ENSG00000238440	NULL	-1
ENSG00000184575	SIMPLE_AND	1
ENSG00000255566	NULL	-1
ENSG00000277895	INCONSISTENT	2
ENSG00000256199	NULL	-1
ENSG00000223294	NULL	-1
ENSG00000256670	INCONSISTENT	2
ENSG00000266016	NULL	-1
ENSG00000207546	NULL	-1
ENSG00000225195	INCONSISTENT	1
ENSG00000256314	NULL	-1
ENSG00000285901	INCONSISTENT	2
ENSG00000175203	SIMPLE_AND	1
ENSG00000184047	SIMPLE_AND	1
ENSG00000111667	SIMPLE_AND	1
ENSG00000127329	NULL	-1
ENSG00000139193	NULL	-1
ENSG00000139200	BIVALENT	4
ENSG00000166225	INCONSISTENT	2
ENSG00000111404	NULL	-1
ENSG00000173262	NULL	-1
ENSG00000076108	SIMPLE_AND	1
ENSG00000139211	INCONSISTENT	2
ENSG00000198178	NULL	-1
ENSG00000139220	NULL	-1
ENSG00000198015	SIMPLE_AND	1
ENSG00000185480	SIMPLE_AND	1
ENSG00000111665	SIMPLE_AND	1
ENSG00000111671	INCONSISTENT	2
ENSG00000177575	NULL	-1
ENSG00000255817	NULL	-1
ENSG00000255629	NULL	-1
ENSG00000183735	INCONSISTENT	2
ENSG00000153179	NULL	-1
ENSG00000280320	INCONSISTENT	1
ENSG00000280181	NULL	-1
ENSG00000135677	SIMPLE_AND	1
ENSG00000243020	NULL	-1
ENSG00000255693	NULL	-1
ENSG00000248995	NULL	-1
ENSG00000221564	NULL	-1
ENSG00000198671	NULL	-1
ENSG00000156076	NULL	-1
ENSG00000207099	NULL	-1
ENSG00000255700	NULL	-1
ENSG00000174106	INCONSISTENT	2
ENSG00000276853	INCONSISTENT	2
ENSG00000214650	INCONSISTENT	1
ENSG00000279527	NULL	-1
ENSG00000279071	NULL	-1
ENSG00000280354	NULL	-1
ENSG00000279121	NULL	-1
ENSG00000279334	NULL	-1
ENSG00000280097	NULL	-1
ENSG00000278973	NULL	-1
ENSG00000280444	NULL	-1
ENSG00000279087	INCONSISTENT	1
ENSG00000279931	REPRESSED	1
ENSG00000073060	SIMPLE_OR	0
ENSG00000252008	NULL	-1
ENSG00000265345	INCONSISTENT	2
ENSG00000241129	INCONSISTENT	2
ENSG00000274156	INCONSISTENT	1
ENSG00000271596	NULL	-1
ENSG00000274797	NULL	-1
ENSG00000050426	SIMPLE_AND	1
ENSG00000110925	INCONSISTENT	2
ENSG00000244540	NULL	-1
ENSG00000278126	NULL	-1
ENSG00000279455	REPRESSED	1
ENSG00000256258	INCONSISTENT	1
ENSG00000256424	NULL	-1
ENSG00000279153	NULL	-1
ENSG00000212154	NULL	-1
ENSG00000249926	NULL	-1
ENSG00000243499	NULL	-1
ENSG00000061936	COMPLEX	4
ENSG00000255933	NULL	-1
ENSG00000200516	NULL	-1
ENSG00000200483	NULL	-1
ENSG00000256955	NULL	-1
ENSG00000177169	INCONSISTENT	2
ENSG00000279283	INCONSISTENT	2
ENSG00000255992	INCONSISTENT	2
ENSG00000177192	SIMPLE_AND	1
ENSG00000273568	INCONSISTENT	1
ENSG00000198598	SIMPLE_OR	0
ENSG00000274373	REPRESSED	1
ENSG00000256783	NULL	-1
ENSG00000256875	NULL	-1
ENSG00000280287	NULL	-1
ENSG00000279700	NULL	-1
ENSG00000277052	NULL	-1
ENSG00000277186	BIVALENT	4
ENSG00000204583	REPRESSED	1
ENSG00000187848	REPRESSED	1
ENSG00000280311	NULL	-1
ENSG00000176894	SIMPLE_AND	1
ENSG00000256632	INCONSISTENT	2
ENSG00000201469	NULL	-1
ENSG00000256108	NULL	-1
ENSG00000112787	SIMPLE_AND	1
ENSG00000229014	NULL	-1
ENSG00000260943	NULL	-1
ENSG00000225342	INCONSISTENT	1
ENSG00000257296	NULL	-1
ENSG00000258073	NULL	-1
ENSG00000231738	NULL	-1
ENSG00000166598	SIMPLE_AND	1
ENSG00000284503	INCONSISTENT	2
ENSG00000204954	SIMPLE_AND	1
ENSG00000139372	SIMPLE_AND	1
ENSG00000216285	REPRESSED	1
ENSG00000188906	NULL	-1
ENSG00000072041	NULL	-1
ENSG00000239473	NULL	-1
ENSG00000238842	NULL	-1
ENSG00000230291	NULL	-1
ENSG00000222880	NULL	-1
ENSG00000139304	NULL	-1
ENSG00000257786	NULL	-1
ENSG00000257429	NULL	-1
ENSG00000165899	NULL	-1
ENSG00000255644	NULL	-1
ENSG00000257022	NULL	-1
ENSG00000275567	NULL	-1
ENSG00000255627	NULL	-1
ENSG00000089127	NULL	-1
ENSG00000111331	INCONSISTENT	1
ENSG00000111335	REPRESSED	1
ENSG00000157895	INCONSISTENT	2
ENSG00000283542	NULL	-1
ENSG00000256963	NULL	-1
ENSG00000201945	REPRESSED	1
ENSG00000223538	REPRESSED	1
ENSG00000257738	NULL	-1
ENSG00000278351	NULL	-1
ENSG00000257368	NULL	-1
ENSG00000257657	REPRESSED	1
ENSG00000283545	NULL	-1
ENSG00000207176	NULL	-1
ENSG00000253063	NULL	-1
ENSG00000257643	NULL	-1
ENSG00000201563	INCONSISTENT	1
ENSG00000276148	NULL	-1
ENSG00000257511	NULL	-1
ENSG00000274105	NULL	-1
ENSG00000275854	NULL	-1
ENSG00000177119	SIMPLE_AND	1
ENSG00000168778	INCONSISTENT	2
ENSG00000258210	NULL	-1
ENSG00000258011	INCONSISTENT	2
ENSG00000111229	SIMPLE_AND	1
ENSG00000111231	SIMPLE_AND	1
ENSG00000241680	NULL	-1
ENSG00000204856	SIMPLE_AND	1
ENSG00000111237	SIMPLE_AND	1
ENSG00000202335	NULL	-1
ENSG00000278993	INCONSISTENT	2
ENSG00000151164	INCONSISTENT	2
ENSG00000196850	SIMPLE_AND	1
ENSG00000263537	NULL	-1
ENSG00000122986	NULL	-1
ENSG00000186298	SIMPLE_AND	1
ENSG00000279925	INCONSISTENT	2
ENSG00000257268	REPRESSED	1
ENSG00000241286	NULL	-1
ENSG00000204852	INCONSISTENT	2
ENSG00000167552	SIMPLE_AND	1
ENSG00000258101	INCONSISTENT	2
ENSG00000258232	NULL	-1
ENSG00000258334	INCONSISTENT	2
ENSG00000135451	SIMPLE_AND	1
ENSG00000186897	INCONSISTENT	2
ENSG00000178401	BIVALENT	4
ENSG00000257954	NULL	-1
ENSG00000257464	NULL	-1
ENSG00000274822	NULL	-1
ENSG00000151176	SIMPLE_AND	1
ENSG00000135094	NULL	-1
ENSG00000139410	INCONSISTENT	2
ENSG00000089116	REPRESSED	1
ENSG00000089060	SIMPLE_AND	1
ENSG00000111540	SIMPLE_AND	1
ENSG00000237493	INCONSISTENT	1
ENSG00000139531	SIMPLE_AND	1
ENSG00000123411	SIMPLE_AND	1
ENSG00000273890	NULL	-1
ENSG00000257449	INCONSISTENT	2
ENSG00000197728	SIMPLE_AND	1
ENSG00000257411	NULL	-1
ENSG00000170515	SIMPLE_AND	1
ENSG00000257553	REPRESSED	1
ENSG00000229117	COMPLEX	4
ENSG00000139641	SIMPLE_AND	1
ENSG00000135482	INCONSISTENT	2
ENSG00000258345	INCONSISTENT	2
ENSG00000258317	INCONSISTENT	2
ENSG00000257809	INCONSISTENT	2
ENSG00000092841	SIMPLE_AND	1
ENSG00000139613	SIMPLE_AND	1
ENSG00000258199	INCONSISTENT	2
ENSG00000181852	SIMPLE_AND	1
ENSG00000139579	SIMPLE_AND	1
ENSG00000139540	NULL	-1
ENSG00000139645	SIMPLE_AND	1
ENSG00000135469	INCONSISTENT	2
ENSG00000258260	INCONSISTENT	1
ENSG00000062485	SIMPLE_AND	1
ENSG00000144785	INCONSISTENT	2
ENSG00000257740	NULL	-1
ENSG00000257727	SIMPLE_AND	1
ENSG00000110944	INCONSISTENT	2
ENSG00000252206	NULL	-1
ENSG00000175336	INCONSISTENT	2
ENSG00000274823	INCONSISTENT	1
ENSG00000259099	NULL	-1
ENSG00000134538	NULL	-1
ENSG00000121351	INCONSISTENT	1
ENSG00000121350	INCONSISTENT	2
ENSG00000256021	NULL	-1
ENSG00000004700	SIMPLE_AND	1
ENSG00000111711	SIMPLE_AND	1
ENSG00000134548	NULL	-1
ENSG00000139131	SIMPLE_AND	1
ENSG00000274976	NULL	-1
ENSG00000244743	NULL	-1
ENSG00000257653	REPRESSED	1
ENSG00000264201	NULL	-1
ENSG00000257660	INCONSISTENT	1
ENSG00000271547	NULL	-1
ENSG00000207467	NULL	-1
ENSG00000167535	INCONSISTENT	2
ENSG00000172602	INCONSISTENT	2
ENSG00000174233	INCONSISTENT	1
ENSG00000051825	NULL	-1
ENSG00000111328	SIMPLE_AND	1
ENSG00000269980	NULL	-1
ENSG00000199845	NULL	-1
ENSG00000139697	SIMPLE_AND	1
ENSG00000207189	NULL	-1
ENSG00000284425	INCONSISTENT	2
ENSG00000130921	SIMPLE_AND	1
ENSG00000150990	SIMPLE_AND	1
ENSG00000184992	SIMPLE_AND	1
ENSG00000280634	NULL	-1
ENSG00000256093	NULL	-1
ENSG00000081760	INCONSISTENT	1
ENSG00000279233	REPRESSED	1
ENSG00000256814	NULL	-1
ENSG00000280117	NULL	-1
ENSG00000279462	NULL	-1
ENSG00000273079	NULL	-1
ENSG00000139233	INCONSISTENT	2
ENSG00000228144	SIMPLE_AND	1
ENSG00000239335	INCONSISTENT	2
ENSG00000090376	NULL	-1
ENSG00000225422	INCONSISTENT	1
ENSG00000284011	NULL	-1
ENSG00000256072	NULL	-1
ENSG00000256777	NULL	-1
ENSG00000222744	NULL	-1
ENSG00000127311	INCONSISTENT	2
ENSG00000256285	NULL	-1
ENSG00000256420	NULL	-1
ENSG00000257083	NULL	-1
ENSG00000279310	NULL	-1
ENSG00000255976	NULL	-1
ENSG00000110911	SIMPLE_AND	1
ENSG00000139547	NULL	-1
ENSG00000135392	SIMPLE_AND	1
ENSG00000075089	SIMPLE_AND	1
ENSG00000130779	SIMPLE_AND	1
ENSG00000111728	NULL	-1
ENSG00000196387	COMPLEX	4
ENSG00000074590	NULL	-1
ENSG00000121749	COMPLEX	4
ENSG00000186908	SIMPLE_AND	1
ENSG00000179615	NULL	-1
ENSG00000179695	NULL	-1
ENSG00000120820	INCONSISTENT	2
ENSG00000111052	NULL	-1
ENSG00000214700	NULL	-1
ENSG00000261308	INCONSISTENT	1
ENSG00000214029	INCONSISTENT	2
ENSG00000150977	INCONSISTENT	2
ENSG00000060237	SIMPLE_AND	1
ENSG00000111490	INCONSISTENT	2
ENSG00000205057	NULL	-1
ENSG00000257127	NULL	-1
ENSG00000216306	REPRESSED	1
ENSG00000283998	REPRESSED	1
ENSG00000120798	SIMPLE_AND	1
ENSG00000257121	NULL	-1
ENSG00000237774	NULL	-1
ENSG00000184752	SIMPLE_AND	1
ENSG00000022840	SIMPLE_AND	1
ENSG00000075415	SIMPLE_AND	1
ENSG00000120868	SIMPLE_AND	1
ENSG00000240424	NULL	-1
ENSG00000111269	INCONSISTENT	2
ENSG00000271215	NULL	-1
ENSG00000275963	NULL	-1
ENSG00000183150	INCONSISTENT	2
ENSG00000257004	NULL	-1
ENSG00000256658	INCONSISTENT	2
ENSG00000178878	INCONSISTENT	2
ENSG00000207983	NULL	-1
ENSG00000270296	NULL	-1
ENSG00000213782	SIMPLE_AND	1
ENSG00000242329	NULL	-1
ENSG00000231313	NULL	-1
ENSG00000244585	REPRESSED	1
ENSG00000135100	NULL	-1
ENSG00000174437	SIMPLE_AND	1
ENSG00000276956	NULL	-1
ENSG00000170473	SIMPLE_AND	1
ENSG00000185664	INCONSISTENT	2
ENSG00000123374	SIMPLE_AND	1
ENSG00000257823	NULL	-1
ENSG00000273987	NULL	-1
ENSG00000173401	NULL	-1
ENSG00000180481	INCONSISTENT	2
ENSG00000139278	COMPLEX	3
ENSG00000257497	NULL	-1
ENSG00000111615	COMPLEX	4
ENSG00000257777	NULL	-1
ENSG00000179626	NULL	-1
ENSG00000152936	NULL	-1
ENSG00000257009	NULL	-1
ENSG00000236333	NULL	-1
ENSG00000257287	NULL	-1
ENSG00000257723	NULL	-1
ENSG00000258235	NULL	-1
ENSG00000065361	NULL	-1
ENSG00000072657	NULL	-1
ENSG00000257757	NULL	-1
ENSG00000187857	NULL	-1
ENSG00000257414	NULL	-1
ENSG00000179899	NULL	-1
ENSG00000185821	NULL	-1
ENSG00000257316	NULL	-1
ENSG00000257435	NULL	-1
ENSG00000213451	NULL	-1
ENSG00000205331	NULL	-1
ENSG00000188324	NULL	-1
ENSG00000230307	NULL	-1
ENSG00000139223	NULL	-1
ENSG00000177627	NULL	-1
ENSG00000258121	NULL	-1
ENSG00000240443	NULL	-1
ENSG00000197376	NULL	-1
ENSG00000167531	NULL	-1
ENSG00000257870	NULL	-1
ENSG00000123307	NULL	-1
ENSG00000196534	NULL	-1
ENSG00000257350	NULL	-1
ENSG00000170605	NULL	-1
ENSG00000224622	NULL	-1
ENSG00000271370	NULL	-1
ENSG00000111266	SIMPLE_AND	1
ENSG00000255670	NULL	-1
ENSG00000241352	NULL	-1
ENSG00000234498	NULL	-1
ENSG00000013588	BIVALENT	4
ENSG00000283759	REPRESSED	1
ENSG00000256011	NULL	-1
ENSG00000221611	NULL	-1
ENSG00000013583	INCONSISTENT	2
ENSG00000183935	INCONSISTENT	2
ENSG00000278255	NULL	-1
ENSG00000256025	NULL	-1
ENSG00000256721	NULL	-1
ENSG00000285555	INCONSISTENT	1
ENSG00000285734	NULL	-1
ENSG00000256769	REPRESSED	1
ENSG00000203648	NULL	-1
ENSG00000256271	NULL	-1
ENSG00000246627	REPRESSED	1
ENSG00000258204	NULL	-1
ENSG00000257458	NULL	-1
ENSG00000202324	NULL	-1
ENSG00000258039	NULL	-1
ENSG00000180219	NULL	-1
ENSG00000181929	SIMPLE_AND	1
ENSG00000111276	NULL	-1
ENSG00000089248	SIMPLE_AND	1
ENSG00000274227	NULL	-1
ENSG00000111300	SIMPLE_AND	1
ENSG00000266370	NULL	-1
ENSG00000258323	NULL	-1
ENSG00000200688	NULL	-1
ENSG00000135148	SIMPLE_AND	1
ENSG00000200135	NULL	-1
ENSG00000283793	NULL	-1
ENSG00000257494	NULL	-1
ENSG00000201428	NULL	-1
ENSG00000213152	NULL	-1
ENSG00000257658	NULL	-1
ENSG00000173064	SIMPLE_AND	1
ENSG00000139178	SIMPLE_AND	1
ENSG00000283587	NULL	-1
ENSG00000256902	NULL	-1
ENSG00000255669	NULL	-1
ENSG00000111731	SIMPLE_AND	1
ENSG00000111241	REPRESSED	1
ENSG00000175197	SIMPLE_AND	1
ENSG00000196510	SIMPLE_AND	1
ENSG00000181234	NULL	-1
ENSG00000205328	NULL	-1
ENSG00000123395	SIMPLE_AND	1
ENSG00000256660	NULL	-1
ENSG00000198673	NULL	-1
ENSG00000126746	SIMPLE_AND	1
ENSG00000198324	INCONSISTENT	2
ENSG00000084453	INCONSISTENT	2
ENSG00000187510	REPRESSED	1
ENSG00000090975	INCONSISTENT	2
ENSG00000165685	NULL	-1
ENSG00000166153	INCONSISTENT	2
ENSG00000008323	INCONSISTENT	1
ENSG00000136052	BIVALENT	5
ENSG00000257579	NULL	-1
ENSG00000222160	REPRESSED	1
ENSG00000136045	SIMPLE_AND	1
ENSG00000240441	NULL	-1
ENSG00000110851	SIMPLE_AND	1
ENSG00000258136	NULL	-1
ENSG00000257398	NULL	-1
ENSG00000257951	NULL	-1
ENSG00000257392	REPRESSED	1
ENSG00000257426	NULL	-1
ENSG00000258072	INCONSISTENT	2
ENSG00000257129	INCONSISTENT	1
ENSG00000187855	REPRESSED	1
ENSG00000139364	BIVALENT	4
ENSG00000280125	NULL	-1
ENSG00000280415	NULL	-1
ENSG00000271184	NULL	-1
ENSG00000257379	INCONSISTENT	2
ENSG00000197111	SIMPLE_AND	1
ENSG00000282977	NULL	-1
ENSG00000273658	NULL	-1
ENSG00000139625	INCONSISTENT	2
ENSG00000139546	SIMPLE_AND	1
ENSG00000267281	INCONSISTENT	2
ENSG00000170653	SIMPLE_AND	1
ENSG00000257550	NULL	-1
ENSG00000285692	NULL	-1
ENSG00000275488	NULL	-1
ENSG00000135390	BIVALENT	5
ENSG00000213470	NULL	-1
ENSG00000258206	NULL	-1
ENSG00000198774	NULL	-1
ENSG00000133636	NULL	-1
ENSG00000258178	NULL	-1
ENSG00000257897	NULL	-1
ENSG00000258185	NULL	-1
ENSG00000280049	NULL	-1
ENSG00000182050	NULL	-1
ENSG00000139132	INCONSISTENT	1
ENSG00000278969	REPRESSED	1
ENSG00000255921	INCONSISTENT	2
ENSG00000213736	NULL	-1
ENSG00000118308	NULL	-1
ENSG00000139574	NULL	-1
ENSG00000242461	NULL	-1
ENSG00000186710	REPRESSED	1
ENSG00000199899	NULL	-1
ENSG00000123064	SIMPLE_AND	1
ENSG00000276908	NULL	-1
ENSG00000201208	NULL	-1
ENSG00000139405	SIMPLE_AND	1
ENSG00000257286	INCONSISTENT	1
ENSG00000166578	INCONSISTENT	2
ENSG00000277566	NULL	-1
ENSG00000135144	NULL	-1
ENSG00000135457	SIMPLE_AND	1
ENSG00000257246	NULL	-1
ENSG00000247934	INCONSISTENT	2
ENSG00000255951	NULL	-1
ENSG00000278733	NULL	-1
ENSG00000273989	INCONSISTENT	1
ENSG00000252237	NULL	-1
ENSG00000202187	NULL	-1
ENSG00000244712	NULL	-1
ENSG00000256513	NULL	-1
ENSG00000123106	SIMPLE_OR	0
ENSG00000205329	NULL	-1
ENSG00000257404	REPRESSED	1
ENSG00000186442	INCONSISTENT	1
ENSG00000170477	NULL	-1
ENSG00000185640	COMPLEX	3
ENSG00000257389	COMPLEX	3
ENSG00000170423	REPRESSED	1
ENSG00000241146	NULL	-1
ENSG00000111057	SIMPLE_AND	1
ENSG00000170421	SIMPLE_AND	1
ENSG00000197706	NULL	-1
ENSG00000069431	NULL	-1
ENSG00000185046	INCONSISTENT	1
ENSG00000214203	NULL	-1
ENSG00000279148	NULL	-1
ENSG00000280088	NULL	-1
ENSG00000139437	INCONSISTENT	2
ENSG00000277299	NULL	-1
ENSG00000280426	INCONSISTENT	2
ENSG00000076513	SIMPLE_AND	1
ENSG00000277595	NULL	-1
ENSG00000279360	INCONSISTENT	1
ENSG00000122970	INCONSISTENT	2
ENSG00000258100	NULL	-1
ENSG00000274647	INCONSISTENT	2
ENSG00000277738	INCONSISTENT	2
ENSG00000258125	SIMPLE_AND	1
ENSG00000258224	NULL	-1
ENSG00000257893	NULL	-1
ENSG00000257863	NULL	-1
ENSG00000070019	NULL	-1
ENSG00000214772	NULL	-1
ENSG00000261324	NULL	-1
ENSG00000246705	NULL	-1
ENSG00000084463	SIMPLE_AND	1
ENSG00000182993	INCONSISTENT	2
ENSG00000179256	NULL	-1
ENSG00000111339	NULL	-1
ENSG00000256339	NULL	-1
ENSG00000111341	NULL	-1
ENSG00000139055	NULL	-1
ENSG00000111348	INCONSISTENT	2
ENSG00000139053	NULL	-1
ENSG00000255727	NULL	-1
ENSG00000175398	NULL	-1
ENSG00000244573	COMPLEX	4
ENSG00000171681	COMPLEX	4
ENSG00000121316	SIMPLE_AND	1
ENSG00000255649	NULL	-1
ENSG00000200830	NULL	-1
ENSG00000256008	BIVALENT	4
ENSG00000110917	SIMPLE_AND	1
ENSG00000256364	NULL	-1
ENSG00000277423	NULL	-1
ENSG00000276188	INCONSISTENT	2
ENSG00000175970	SIMPLE_AND	1
ENSG00000256569	INCONSISTENT	2
ENSG00000284143	INCONSISTENT	1
ENSG00000122971	SIMPLE_AND	1
ENSG00000157837	SIMPLE_AND	1
ENSG00000213137	NULL	-1
ENSG00000157782	BIVALENT	4
ENSG00000167548	SIMPLE_AND	1
ENSG00000133703	SIMPLE_AND	1
ENSG00000089009	SIMPLE_AND	1
ENSG00000179295	SIMPLE_AND	1
ENSG00000174456	NULL	-1
ENSG00000254451	NULL	-1
ENSG00000258112	NULL	-1
ENSG00000125084	REPRESSED	1
ENSG00000139718	INCONSISTENT	2
ENSG00000183955	SIMPLE_AND	1
ENSG00000173588	INCONSISTENT	2
ENSG00000170439	BIVALENT	4
ENSG00000135108	SIMPLE_AND	1
ENSG00000173157	INCONSISTENT	1
ENSG00000167553	SIMPLE_AND	1
ENSG00000089250	NULL	-1
ENSG00000150991	SIMPLE_AND	1
ENSG00000089094	SIMPLE_AND	1
ENSG00000139436	SIMPLE_AND	1
ENSG00000047617	NULL	-1
ENSG00000150967	SIMPLE_AND	1
ENSG00000135124	INCONSISTENT	2
ENSG00000205809	NULL	-1
ENSG00000139631	INCONSISTENT	2
ENSG00000048540	NULL	-1
ENSG00000155957	INCONSISTENT	2
ENSG00000172551	NULL	-1
ENSG00000161813	NULL	-1
ENSG00000028203	SIMPLE_AND	1
ENSG00000251655	NULL	-1
ENSG00000135679	SIMPLE_AND	1
ENSG00000205330	NULL	-1
ENSG00000215009	INCONSISTENT	1
ENSG00000076555	NULL	-1
ENSG00000184271	INCONSISTENT	2
ENSG00000180574	NULL	-1
ENSG00000135441	SIMPLE_AND	1
ENSG00000165682	NULL	-1
ENSG00000197837	NULL	-1
ENSG00000179088	NULL	-1
ENSG00000125207	NULL	-1
ENSG00000279343	NULL	-1
ENSG00000279478	NULL	-1
ENSG00000256064	NULL	-1
ENSG00000279905	REPRESSED	1
ENSG00000279146	NULL	-1
ENSG00000256343	NULL	-1
ENSG00000279650	REPRESSED	1
ENSG00000256250	NULL	-1
ENSG00000256299	NULL	-1
ENSG00000222438	INCONSISTENT	2
ENSG00000132341	SIMPLE_AND	1
ENSG00000206850	NULL	-1
ENSG00000279940	INCONSISTENT	1
ENSG00000279976	NULL	-1
ENSG00000280200	COMPLEX	3
ENSG00000256204	NULL	-1
ENSG00000279581	REPRESSED	1
ENSG00000240027	NULL	-1
ENSG00000118600	INCONSISTENT	2
ENSG00000255850	NULL	-1
ENSG00000255642	NULL	-1
ENSG00000256742	INCONSISTENT	2
ENSG00000252393	NULL	-1
ENSG00000139714	NULL	-1
ENSG00000188735	INCONSISTENT	2
ENSG00000139725	INCONSISTENT	2
ENSG00000212694	INCONSISTENT	2
ENSG00000272849	INCONSISTENT	2
ENSG00000135439	INCONSISTENT	1
ENSG00000207789	NULL	-1
ENSG00000135127	INCONSISTENT	1
ENSG00000255575	REPRESSED	1
ENSG00000111737	SIMPLE_AND	1
ENSG00000089154	SIMPLE_AND	1
ENSG00000266704	NULL	-1
ENSG00000089157	SIMPLE_AND	1
ENSG00000089159	SIMPLE_AND	1
ENSG00000275936	INCONSISTENT	2
ENSG00000240925	NULL	-1
ENSG00000123009	NULL	-1
ENSG00000202538	SIMPLE_AND	1
ENSG00000200795	SIMPLE_AND	1
ENSG00000275811	NULL	-1
ENSG00000249028	NULL	-1
ENSG00000267285	NULL	-1
ENSG00000249628	INCONSISTENT	2
ENSG00000111186	INCONSISTENT	1
ENSG00000171823	INCONSISTENT	2
ENSG00000082805	INCONSISTENT	2
ENSG00000123095	BIVALENT	4
ENSG00000256894	BIVALENT	4
ENSG00000278095	INCONSISTENT	1
ENSG00000123094	BIVALENT	4
ENSG00000205592	NULL	-1
ENSG00000278687	NULL	-1
ENSG00000135407	INCONSISTENT	1
ENSG00000212345	NULL	-1
ENSG00000233719	NULL	-1
ENSG00000272917	NULL	-1
ENSG00000256442	INCONSISTENT	2
ENSG00000257027	NULL	-1
ENSG00000069493	NULL	-1
ENSG00000213443	NULL	-1
ENSG00000256582	NULL	-1
ENSG00000110848	COMPLEX	4
ENSG00000256912	NULL	-1
ENSG00000150045	NULL	-1
ENSG00000110852	INCONSISTENT	2
ENSG00000255882	INCONSISTENT	2
ENSG00000256797	NULL	-1
ENSG00000188393	NULL	-1
ENSG00000231560	REPRESSED	1
ENSG00000172322	REPRESSED	1
ENSG00000072609	SIMPLE_OR	0
ENSG00000232888	INCONSISTENT	2
ENSG00000252079	NULL	-1
ENSG00000278949	NULL	-1
ENSG00000236617	BIVALENT	7
ENSG00000255703	NULL	-1
ENSG00000250790	NULL	-1
ENSG00000196458	INCONSISTENT	1
ENSG00000256563	NULL	-1
ENSG00000198393	SIMPLE_AND	1
ENSG00000252269	REPRESSED	1
ENSG00000255807	NULL	-1
ENSG00000198040	COMPLEX	4
ENSG00000279466	NULL	-1
ENSG00000279817	INCONSISTENT	2
ENSG00000285870	INCONSISTENT	2
ENSG00000246331	INCONSISTENT	2
ENSG00000235884	INCONSISTENT	2
ENSG00000258118	NULL	-1
ENSG00000256232	INCONSISTENT	1
ENSG00000283256	NULL	-1
ENSG00000170456	BIVALENT	4
ENSG00000200388	NULL	-1
ENSG00000275769	NULL	-1
ENSG00000203437	NULL	-1
ENSG00000256159	NULL	-1
ENSG00000201228	NULL	-1
ENSG00000225349	NULL	-1
ENSG00000255867	BIVALENT	4
ENSG00000252390	NULL	-1
ENSG00000231788	NULL	-1
ENSG00000233381	INCONSISTENT	1
ENSG00000090615	SIMPLE_AND	1
ENSG00000111344	NULL	-1
ENSG00000179912	SIMPLE_AND	1
ENSG00000197870	NULL	-1
ENSG00000185633	INCONSISTENT	2
ENSG00000139343	SIMPLE_AND	1
ENSG00000183542	NULL	-1
ENSG00000135473	SIMPLE_AND	1
ENSG00000050405	SIMPLE_AND	1
ENSG00000170633	SIMPLE_AND	1
ENSG00000205056	NULL	-1
ENSG00000247363	INCONSISTENT	2
ENSG00000257242	INCONSISTENT	2
ENSG00000257167	INCONSISTENT	2
ENSG00000257322	NULL	-1
ENSG00000243024	INCONSISTENT	2
ENSG00000246363	REPRESSED	1
ENSG00000246695	BIVALENT	4
ENSG00000256268	NULL	-1
ENSG00000256732	NULL	-1
ENSG00000257150	NULL	-1
ENSG00000257443	NULL	-1
ENSG00000205885	COMPLEX	4
ENSG00000257261	INCONSISTENT	2
ENSG00000205791	INCONSISTENT	2
ENSG00000250166	NULL	-1
ENSG00000247498	INCONSISTENT	2
ENSG00000255621	INCONSISTENT	2
ENSG00000243129	NULL	-1
ENSG00000111291	NULL	-1
ENSG00000139269	INCONSISTENT	2
ENSG00000110888	NULL	-1
ENSG00000111247	SIMPLE_AND	1
ENSG00000010219	INCONSISTENT	2
ENSG00000256748	INCONSISTENT	1
ENSG00000272921	INCONSISTENT	1
ENSG00000111254	INCONSISTENT	2
ENSG00000256799	NULL	-1
ENSG00000256381	NULL	-1
ENSG00000139180	SIMPLE_AND	1
ENSG00000255639	SIMPLE_AND	1
ENSG00000255474	NULL	-1
ENSG00000130035	NULL	-1
ENSG00000256988	NULL	-1
ENSG00000151079	NULL	-1
ENSG00000255608	NULL	-1
ENSG00000111262	NULL	-1
ENSG00000284513	NULL	-1
ENSG00000177990	NULL	-1
ENSG00000249753	NULL	-1
ENSG00000257005	NULL	-1
ENSG00000196935	BIVALENT	4
ENSG00000242087	NULL	-1
ENSG00000256571	NULL	-1
ENSG00000256399	NULL	-1
ENSG00000255780	NULL	-1
ENSG00000255886	NULL	-1
ENSG00000199740	REPRESSED	1
ENSG00000272028	NULL	-1
ENSG00000199903	NULL	-1
ENSG00000200953	NULL	-1
ENSG00000199824	NULL	-1
ENSG00000185432	INCONSISTENT	2
ENSG00000271018	NULL	-1
ENSG00000123268	SIMPLE_AND	1
ENSG00000271490	NULL	-1
ENSG00000243075	NULL	-1
ENSG00000186452	NULL	-1
ENSG00000271621	NULL	-1
ENSG00000214511	NULL	-1
ENSG00000235602	NULL	-1
ENSG00000284393	NULL	-1
ENSG00000256171	NULL	-1
ENSG00000276417	NULL	-1
ENSG00000275367	NULL	-1
ENSG00000171847	INCONSISTENT	1
ENSG00000254016	INCONSISTENT	1
ENSG00000215241	NULL	-1
ENSG00000196465	SIMPLE_AND	1
ENSG00000238943	NULL	-1
ENSG00000252727	NULL	-1
ENSG00000280345	NULL	-1
ENSG00000255967	REPRESSED	1
ENSG00000111732	NULL	-1
ENSG00000206636	NULL	-1
