gene_id	GM12878_gate_type	GM12878_gene_name	K562_gate_type	gene_name
ENSG00000270108	SIMPLE_OR			
ENSG00000270110	REPRESSED			
ENSG00000270111	REPRESSED	CELF2-DT		CELF2-DT
ENSG00000270112	BIVALENT	ST8SIA5-DT		ST8SIA5-DT
ENSG00000270114				
ENSG00000270115	SIMPLE_OR			
ENSG00000270116				
ENSG00000270118				
ENSG00000270120	SIMPLE_OR			
ENSG00000270124				
ENSG00000270127				
ENSG00000270130				
ENSG00000270131				
ENSG00000270135				
ENSG00000270137				
ENSG00000270139				
ENSG00000270140				
ENSG00000270147				
ENSG00000270149	INCONSISTENT			
ENSG00000270154				
ENSG00000270157				
ENSG00000270159				
ENSG00000270164	SIMPLE_AND	LINC01480		LINC01480
ENSG00000270165			INCONSISTENT	
ENSG00000270166				
ENSG00000270171				
ENSG00000270174				
ENSG00000270179				
ENSG00000270182	REPRESSED			
ENSG00000270184				
ENSG00000270185		IGHD1OR15-1B		IGHD1OR15-1B
ENSG00000270187		IGKV1OR2-11		IGKV1OR2-11
ENSG00000270190				
ENSG00000270191		BNIP3P31		BNIP3P31
ENSG00000270192	REPRESSED	MRPS35P3		MRPS35P3
ENSG00000270193				
ENSG00000270196		GTF3C6P3		GTF3C6P3
ENSG00000270200			REPRESSED	
ENSG00000270202				
ENSG00000270204				
ENSG00000270207				
ENSG00000270209				
ENSG00000270210			REPRESSED	
ENSG00000270212			REPRESSED	
ENSG00000270218	INCONSISTENT			
ENSG00000270222		DUXAP11		DUXAP11
ENSG00000270225		MTCO2P22		MTCO2P22
ENSG00000270226				
ENSG00000270228			INCONSISTENT	
ENSG00000270230		MTND6P22		MTND6P22
ENSG00000270232		MTCYBP22		MTCYBP22
ENSG00000270234				
ENSG00000270236				
ENSG00000270240				
ENSG00000270241				
ENSG00000270242		ACTR3BP1		ACTR3BP1
ENSG00000270243			INCONSISTENT	
ENSG00000270244				
ENSG00000270249				
ENSG00000270251				
ENSG00000270252		IGKV3OR2-5	REPRESSED	IGKV3OR2-5
ENSG00000270255				
ENSG00000270257				
ENSG00000270258		DUXAP4		DUXAP4
ENSG00000270259	INCONSISTENT			
ENSG00000270264		NDUFB8P2		NDUFB8P2
ENSG00000270265				
ENSG00000270268		CORO1CP1	INCONSISTENT	CORO1CP1
ENSG00000270269		IMMP1LP1		IMMP1LP1
ENSG00000270270	REPRESSED	BNIP3P10		BNIP3P10
ENSG00000270273			INCONSISTENT	
ENSG00000270275		TRMT112P7		TRMT112P7
ENSG00000270276		H4C15		H4C15
ENSG00000270277				
ENSG00000270279			REPRESSED	
ENSG00000270280		SMIM15P1		SMIM15P1
ENSG00000270281				
ENSG00000270282	INCONSISTENT			
ENSG00000270285	INCONSISTENT			
ENSG00000270287			REPRESSED	
ENSG00000270289				
ENSG00000270292			COMPLEX	
ENSG00000270293				
ENSG00000270294		XIAPP1		XIAPP1
ENSG00000270296		STX8P1		STX8P1
ENSG00000270300		PHACTR2P1		PHACTR2P1
ENSG00000270301				
ENSG00000270302				
ENSG00000270304				
ENSG00000270306				
ENSG00000270307		MTATP6P2		MTATP6P2
ENSG00000270308		TEX101P1		TEX101P1
ENSG00000270313		COX6CP16		COX6CP16
ENSG00000270314				
ENSG00000270317	REPRESSED			
ENSG00000270318		IGHV3OR16-11		IGHV3OR16-11
ENSG00000270321				
ENSG00000270322				
ENSG00000270323				
ENSG00000270324				
ENSG00000270325		BNIP3P9		BNIP3P9
ENSG00000270326		SMIM15P2		SMIM15P2
ENSG00000270328				
ENSG00000270333				
ENSG00000270335	INCONSISTENT			
ENSG00000270336				
ENSG00000270339		PPIAL4H		PPIAL4H
ENSG00000270342				
ENSG00000270343		UNGP3		UNGP3
ENSG00000270347				
ENSG00000270350		MTND4LP5		MTND4LP5
ENSG00000270352				
ENSG00000270354	INCONSISTENT			
ENSG00000270356		IGHV1OR15-4		IGHV1OR15-4
ENSG00000270359				
ENSG00000270367			INCONSISTENT	
ENSG00000270369				
ENSG00000270371		ATP6V1G1P1		ATP6V1G1P1
ENSG00000270372				
ENSG00000270377				
ENSG00000270378	REPRESSED			
ENSG00000270379		HEATR9		HEATR9
ENSG00000270380				
ENSG00000270381				
ENSG00000270382				
ENSG00000270384		RNU1-154P		RNU1-154P
ENSG00000270385				
ENSG00000270387				
ENSG00000270388		MTCO3P22		MTCO3P22
ENSG00000270390		SFXN4P1		SFXN4P1
ENSG00000270392		PFN1P2		PFN1P2
ENSG00000270393			REPRESSED	
ENSG00000270395		MREGP1	REPRESSED	MREGP1
ENSG00000270397				
ENSG00000270400				
ENSG00000270401				
ENSG00000270402	REPRESSED			
ENSG00000270403				
ENSG00000270405				
ENSG00000270409				
ENSG00000270411				
ENSG00000270413				
ENSG00000270415		DPPA3P3		DPPA3P3
ENSG00000270416		REXO1L4P		REXO1L4P
ENSG00000270421				
ENSG00000270422				
ENSG00000270423	INCONSISTENT			
ENSG00000270424				
ENSG00000270425				
ENSG00000270427		NRBF2P5		NRBF2P5
ENSG00000270430				
ENSG00000270431		PHF5FP		PHF5FP
ENSG00000270432		OR7E108P		OR7E108P
ENSG00000270433		H3P37	INCONSISTENT	H3P37
ENSG00000270434				
ENSG00000270435				
ENSG00000270437				
ENSG00000270440				
ENSG00000270441		LAMB2P1		LAMB2P1
ENSG00000270442				
ENSG00000270443			REPRESSED	
ENSG00000270444		AZU1P1		AZU1P1
ENSG00000270445	INCONSISTENT	COPS5P2		COPS5P2
ENSG00000270446		RPL34P36		RPL34P36
ENSG00000270447				
ENSG00000270449				
ENSG00000270450		IGKV2OR2-7		IGKV2OR2-7
ENSG00000270451		IGHD4OR15-4B		IGHD4OR15-4B
ENSG00000270453			REPRESSED	
ENSG00000270455		PABPC1P5		PABPC1P5
ENSG00000270456				
ENSG00000270457				
ENSG00000270458				
ENSG00000270460	REPRESSED			
ENSG00000270462				
ENSG00000270467		IGHV3OR16-12		IGHV3OR16-12
ENSG00000270469				
ENSG00000270470				
ENSG00000270472		IGHV3OR16-9		IGHV3OR16-9
ENSG00000270474		IGHV3-29		IGHV3-29
ENSG00000270475				
ENSG00000270477				
ENSG00000270479		BNIP3P37		BNIP3P37
ENSG00000270480				
ENSG00000270484				
ENSG00000270488	INCONSISTENT			
ENSG00000270490				
ENSG00000270491				
ENSG00000270492				
ENSG00000270493				
ENSG00000270494				
ENSG00000270495			INCONSISTENT	
ENSG00000270496		BNIP3P7		BNIP3P7
ENSG00000270497				
ENSG00000270499	INCONSISTENT	MKI67P1		MKI67P1
ENSG00000270500		COX6CP4		COX6CP4
ENSG00000270503		YTHDF2P1		YTHDF2P1
ENSG00000270505		IGHV1OR15-1		IGHV1OR15-1
ENSG00000270506			REPRESSED	
ENSG00000270507				
ENSG00000270509				
ENSG00000270510				
ENSG00000270513				
ENSG00000270516				
ENSG00000270518				
ENSG00000270521				
ENSG00000270522	BIVALENT			
ENSG00000270524		QTRT1P1		QTRT1P1
ENSG00000270526		SNRPGP19		SNRPGP19
ENSG00000270528		FAM133EP		FAM133EP
ENSG00000270531				
ENSG00000270532		PEBP1P2		PEBP1P2
ENSG00000270533			INCONSISTENT	
ENSG00000270535		ELOCP34		ELOCP34
ENSG00000270538				
ENSG00000270540			REPRESSED	
ENSG00000270541				
ENSG00000270542			INCONSISTENT	
ENSG00000270547		LINC01235		LINC01235
ENSG00000270549				
ENSG00000270550		IGHV3-30		IGHV3-30
ENSG00000270552		DUXAP3		DUXAP3
ENSG00000270553				
ENSG00000270554				
ENSG00000270555				
ENSG00000270558				
ENSG00000270560	INCONSISTENT	APOOP1		APOOP1
ENSG00000270569				
ENSG00000270570				
ENSG00000270571				
ENSG00000270574				
ENSG00000270575				
ENSG00000270576				
ENSG00000270577				
ENSG00000270578			INCONSISTENT	
ENSG00000270580		PKD1P6-NPIPP1		PKD1P6-NPIPP1
ENSG00000270583				
ENSG00000270584				
ENSG00000270585		SNX2P1		SNX2P1
ENSG00000270587		FAM136DP		FAM136DP
ENSG00000270588				
ENSG00000270589				
ENSG00000270591				
ENSG00000270593			REPRESSED	
ENSG00000270598	INCONSISTENT			
ENSG00000270601		PRAMEF5		PRAMEF5
ENSG00000270605	SIMPLE_OR			
ENSG00000270606		PPIAP52		PPIAP52
ENSG00000270610				
ENSG00000270611				
ENSG00000270612			REPRESSED	
ENSG00000270614				
ENSG00000270615		SGO1P1		SGO1P1
ENSG00000270618				
ENSG00000270619				
ENSG00000270620	INCONSISTENT			
ENSG00000270623		SPCS2P2		SPCS2P2
ENSG00000270624				
ENSG00000270625		NUDT19P6		NUDT19P6
ENSG00000270627				
ENSG00000270629		NBPF14		NBPF14
ENSG00000270631				
ENSG00000270632				
ENSG00000270634				
ENSG00000270639		ECM1P1	INCONSISTENT	ECM1P1
ENSG00000270640				
ENSG00000270641		TSIX		TSIX
ENSG00000270646				
ENSG00000270648		CYP2C61P		CYP2C61P
ENSG00000270652		DPRXP5		DPRXP5
ENSG00000270654		NUTF2P8		NUTF2P8
ENSG00000270655			REPRESSED	
ENSG00000270661				
ENSG00000270664				
ENSG00000270665		HNRNPA1P67		HNRNPA1P67
ENSG00000270666				
ENSG00000270669				
ENSG00000270677		RACK1P2		RACK1P2
ENSG00000270678				
ENSG00000270679	REPRESSED			
ENSG00000270680				
ENSG00000270681				
ENSG00000270682				
ENSG00000270683		GARIN3P1		GARIN3P1
ENSG00000270685		IGHV1OR15-6		IGHV1OR15-6
ENSG00000270688				
ENSG00000270689		BUD13P1	INCONSISTENT	BUD13P1
ENSG00000270690				
ENSG00000270691				
ENSG00000270694				
ENSG00000270695				
ENSG00000270696				
ENSG00000270697				
ENSG00000270698			REPRESSED	
ENSG00000270699				
ENSG00000270701				
ENSG00000270702				
ENSG00000270706		PRMT1P1		PRMT1P1
ENSG00000270708	SIMPLE_AND			
ENSG00000270709		UFM1P1		UFM1P1
ENSG00000270711				
ENSG00000270712				
ENSG00000270713				
ENSG00000270714		MICOS10P2		MICOS10P2
ENSG00000270716		BNIP3P15		BNIP3P15
ENSG00000270718				
ENSG00000270719	REPRESSED			
ENSG00000270720				
ENSG00000270722		RNVU1-31	SIMPLE_AND	RNVU1-31
ENSG00000270723		RPL23AP92		RPL23AP92
ENSG00000270725				
ENSG00000270726			INCONSISTENT	
ENSG00000270727				
ENSG00000270728	REPRESSED			
ENSG00000270729		CAPZA1P5		CAPZA1P5
ENSG00000270733				
ENSG00000270734				
ENSG00000270736				
ENSG00000270739				
ENSG00000270741		PRELID3BP8		PRELID3BP8
ENSG00000270745				
ENSG00000270747		S100A11P9		S100A11P9
ENSG00000270748		IGKV2OR2-1		IGKV2OR2-1
ENSG00000270749				
ENSG00000270751		FBXW7-AS1		FBXW7-AS1
ENSG00000270753				
ENSG00000270754		NEK4P3		NEK4P3
ENSG00000270759		OOEPP1		OOEPP1
ENSG00000270760				
ENSG00000270763		DDX43P2		DDX43P2
ENSG00000270764	INCONSISTENT			
ENSG00000270765		GAS2L2		GAS2L2
ENSG00000270766				
ENSG00000270767				
ENSG00000270771				
ENSG00000270772	INCONSISTENT	PDHA1P1		PDHA1P1
ENSG00000270773			INCONSISTENT	
ENSG00000270776			REPRESSED	
ENSG00000270777				
ENSG00000270778		BUB1P1		BUB1P1
ENSG00000270779				
ENSG00000270780			REPRESSED	
ENSG00000270781				
ENSG00000270782				
ENSG00000270788		PDLIM1P1		PDLIM1P1
ENSG00000270789				
ENSG00000270790				
ENSG00000270791		DPRXP6		DPRXP6
ENSG00000270793		LLPHP1		LLPHP1
ENSG00000270794				
ENSG00000270797				
ENSG00000270798				
ENSG00000270799				
ENSG00000270802				
ENSG00000270806		C17orf50		C17orf50
ENSG00000270807				
ENSG00000270808			INCONSISTENT	
ENSG00000270809		CHCHD2P11		CHCHD2P11
ENSG00000270811				
ENSG00000270812				
ENSG00000270813		NANOGNBP3		NANOGNBP3
ENSG00000270814		DMAC1P1		DMAC1P1
ENSG00000270815				
ENSG00000270816		LINC00221	INCONSISTENT	LINC00221
ENSG00000270818				
ENSG00000270822	REPRESSED			
ENSG00000270823				
ENSG00000270824		IGHD5OR15-5B		IGHD5OR15-5B
ENSG00000270826		USP37P1		USP37P1
ENSG00000270830				
ENSG00000270831		NF1P1		NF1P1
ENSG00000270832	INCONSISTENT			
ENSG00000270835				
ENSG00000270837		HNRNPDLP4		HNRNPDLP4
ENSG00000270838				
ENSG00000270839				
ENSG00000270842			REPRESSED	
ENSG00000270846		MYG1P1		MYG1P1
ENSG00000270849		CHCHD2P3		CHCHD2P3
ENSG00000270850			REPRESSED	
ENSG00000270852				
ENSG00000270855		ATP7BP1	REPRESSED	ATP7BP1
ENSG00000270856				
ENSG00000270857	REPRESSED			
ENSG00000270858		VDAC1P5		VDAC1P5
ENSG00000270859				
ENSG00000270861	REPRESSED			
ENSG00000270863		DDX55P1		DDX55P1
ENSG00000270864		IGHV3OR16-6		IGHV3OR16-6
ENSG00000270865		RPL12P48		RPL12P48
ENSG00000270866				
ENSG00000270868			REPRESSED	
ENSG00000270870				
ENSG00000270871				
ENSG00000270872		SRGAP2D	SIMPLE_OR	SRGAP2D
ENSG00000270874		RPAP2P1		RPAP2P1
ENSG00000270878	COMPLEX	GCATP1		GCATP1
ENSG00000270880				
ENSG00000270882		H4C14		H4C14
ENSG00000270883				
ENSG00000270885		RASL10B	INCONSISTENT	RASL10B
ENSG00000270889		PPP1R14BP4		PPP1R14BP4
ENSG00000270890				
ENSG00000270891				
ENSG00000270892				
ENSG00000270893				
ENSG00000270894				
ENSG00000270896				
ENSG00000270897			REPRESSED	
ENSG00000270900		NUDT19P4	INCONSISTENT	NUDT19P4
ENSG00000270902				
ENSG00000270903		HNRNPA3P9		HNRNPA3P9
ENSG00000270904		ATP6V1G1P5		ATP6V1G1P5
ENSG00000270906		MTND4P35		MTND4P35
ENSG00000270909				
ENSG00000270911				
ENSG00000270912		RPS28P1		RPS28P1
ENSG00000270915		H3P8		H3P8
ENSG00000270916		RPL12P50		RPL12P50
ENSG00000270917				
ENSG00000270919				
ENSG00000270920		MCRIP2P2		MCRIP2P2
ENSG00000270921		CICP23		CICP23
ENSG00000270923		TAS2R6P		TAS2R6P
ENSG00000270924				
ENSG00000270926				
ENSG00000270927				
ENSG00000270929		SRD5A3P1		SRD5A3P1
ENSG00000270930		GRAMD4P8	INCONSISTENT	GRAMD4P8
ENSG00000270934				
ENSG00000270935	REPRESSED			
ENSG00000270936		BPNT2P1		BPNT2P1
ENSG00000270938	REPRESSED	RAP2CP1		RAP2CP1
ENSG00000270941	REPRESSED			
ENSG00000270945		HSPE1P7		HSPE1P7
ENSG00000270946		CT45A9		CT45A9
ENSG00000270947				
ENSG00000270948		MTDHP1	INCONSISTENT	MTDHP1
ENSG00000270951				
ENSG00000270953				
ENSG00000270954		RPSAP75		RPSAP75
ENSG00000270955				
ENSG00000270956				
ENSG00000270957				
ENSG00000270959	BIVALENT	LPP-AS2		LPP-AS2
ENSG00000270960	INCONSISTENT			
ENSG00000270961		IGHD5OR15-5A		IGHD5OR15-5A
ENSG00000270962				
ENSG00000270965		NTAN1P1		NTAN1P1
ENSG00000270966				
ENSG00000270969				
ENSG00000270971		REXO1L8P		REXO1L8P
ENSG00000270973		SMARCE1P7		SMARCE1P7
ENSG00000270975		MAGOH3P		MAGOH3P
ENSG00000270976				
ENSG00000270977			INCONSISTENT	
ENSG00000270978				
ENSG00000270980				
ENSG00000270981				
ENSG00000270983				
ENSG00000270986		HMGB1P51		HMGB1P51
ENSG00000270987				
ENSG00000270988			BIVALENT	
ENSG00000270989				
ENSG00000270990				
ENSG00000270992				
ENSG00000270993			INCONSISTENT	
ENSG00000270994				
ENSG00000270995				
ENSG00000270996				
ENSG00000270997				
ENSG00000270999		IGKV1OR2-118		IGKV1OR2-118
ENSG00000271003				
ENSG00000271005		CTHRC1P1		CTHRC1P1
ENSG00000271010				
ENSG00000271011				
ENSG00000271013		LRRC37A9P		LRRC37A9P
ENSG00000271014				
ENSG00000271015		IGKV2OR2-7D		IGKV2OR2-7D
ENSG00000271018				
ENSG00000271021				
ENSG00000271022	SIMPLE_AND			
ENSG00000271024		HSPE1P19		HSPE1P19
ENSG00000271025				
ENSG00000271026		KATNBL1P1	REPRESSED	KATNBL1P1
ENSG00000271027				
ENSG00000271028				
ENSG00000271032				
ENSG00000271034				
ENSG00000271035				
ENSG00000271036		CLPTM1LP1		CLPTM1LP1
ENSG00000271041				
ENSG00000271042				
ENSG00000271044				
ENSG00000271045		NDUFB9P1		NDUFB9P1
ENSG00000271047				
ENSG00000271048	REPRESSED			
ENSG00000271049				
ENSG00000271053				
ENSG00000271056		MRPS22P1		MRPS22P1
ENSG00000271057				
ENSG00000271063		SNRPGP17		SNRPGP17
ENSG00000271064	INCONSISTENT			
ENSG00000271070		GMCL1P2	REPRESSED	GMCL1P2
ENSG00000271071				
ENSG00000271072		PHB1P20		PHB1P20
ENSG00000271074				
ENSG00000271075				
ENSG00000271077		PER3P1		PER3P1
ENSG00000271078				
ENSG00000271079		CTAGE15		CTAGE15
ENSG00000271081		HIKESHIP3		HIKESHIP3
ENSG00000271086		NAMA	REPRESSED	NAMA
ENSG00000271088				
ENSG00000271093		IGLCOR22-2		IGLCOR22-2
ENSG00000271094				
ENSG00000271095		BNIP3P28		BNIP3P28
ENSG00000271096	INCONSISTENT	SUMO2P14		SUMO2P14
ENSG00000271097		DBF4P3		DBF4P3
ENSG00000271098	INCONSISTENT	IMMP1LP3		IMMP1LP3
ENSG00000271100				
ENSG00000271101				
ENSG00000271108		KATNBL1P5		KATNBL1P5
ENSG00000271109		LINC03049	INCONSISTENT	LINC03049
ENSG00000271111				
ENSG00000271113	REPRESSED			
ENSG00000271114				
ENSG00000271115		EIF2S2P7		EIF2S2P7
ENSG00000271117				
ENSG00000271118				
ENSG00000271121		NUDT4P2		NUDT4P2
ENSG00000271123		ELOCP5		ELOCP5
ENSG00000271127				
ENSG00000271128			REPRESSED	
ENSG00000271129				
ENSG00000271130		IGHV3OR16-8		IGHV3OR16-8
ENSG00000271131	REPRESSED	PPIAP75		PPIAP75
ENSG00000271134		IFITM3P9		IFITM3P9
ENSG00000271136				
ENSG00000271137				
ENSG00000271138		IGLVIVOR22-1		IGLVIVOR22-1
ENSG00000271140		PRR20FP		PRR20FP
ENSG00000271141				
ENSG00000271142		YWHAQP7		YWHAQP7
ENSG00000271143			REPRESSED	
ENSG00000271146				
ENSG00000271148				
ENSG00000271149				
ENSG00000271150			REPRESSED	
ENSG00000271153		RPL23AP88	INCONSISTENT	RPL23AP88
ENSG00000271154				
ENSG00000271156				
ENSG00000271157				
ENSG00000271158		WDR4P1		WDR4P1
ENSG00000271159		HINT1P2		HINT1P2
ENSG00000271161		BOLA2P2	INCONSISTENT	BOLA2P2
ENSG00000271162				
ENSG00000271163				
ENSG00000271164		CFAP97P1		CFAP97P1
ENSG00000271166				
ENSG00000271167		LINC01109		LINC01109
ENSG00000271171	REPRESSED	LINC00904		LINC00904
ENSG00000271172				
ENSG00000271173		SPRING1P1	REPRESSED	SPRING1P1
ENSG00000271174				
ENSG00000271175				
ENSG00000271177				
ENSG00000271178		IGHV3OR16-13		IGHV3OR16-13
ENSG00000271179				
ENSG00000271180		COX5AP1	REPRESSED	COX5AP1
ENSG00000271181				
ENSG00000271182			REPRESSED	
ENSG00000271184				
ENSG00000271187				
ENSG00000271190		RPP40P2		RPP40P2
ENSG00000271194		RNF138P2		RNF138P2
ENSG00000271195				
ENSG00000271196				
ENSG00000271198		VDAC3P1		VDAC3P1
ENSG00000271199				
ENSG00000271200	INCONSISTENT	PATJ-DT		PATJ-DT
ENSG00000271201			INCONSISTENT	
ENSG00000271202	REPRESSED	PRR13P7		PRR13P7
ENSG00000271204				
ENSG00000271205				
ENSG00000271207		MTCO1P22		MTCO1P22
ENSG00000271208			REPRESSED	
ENSG00000271209		BRDTP1		BRDTP1
ENSG00000271211				
ENSG00000271214			INCONSISTENT	
ENSG00000271215		RPL21P136		RPL21P136
ENSG00000271216		LINC01050		LINC01050
ENSG00000271218				
ENSG00000271219				
ENSG00000271220			INCONSISTENT	
ENSG00000271222			REPRESSED	
ENSG00000271225		BNIP3P4		BNIP3P4
ENSG00000271227		SREK1IP1P2	INCONSISTENT	SREK1IP1P2
ENSG00000271230	REPRESSED			
ENSG00000271231		KRT18P9		KRT18P9
ENSG00000271232		CARS1P1	REPRESSED	CARS1P1
ENSG00000271235		RRBP1P2		RRBP1P2
ENSG00000271236		SUMO2P15		SUMO2P15
ENSG00000271237		HMGB1P50		HMGB1P50
ENSG00000271238				
ENSG00000271239				
ENSG00000271240	REPRESSED			
ENSG00000271242		PRELID3BP2		PRELID3BP2
ENSG00000271243				
ENSG00000271248				
ENSG00000271249		DIMT1P1		DIMT1P1
ENSG00000271250	REPRESSED			
ENSG00000271251				
ENSG00000271252				
ENSG00000271254				
ENSG00000271257				
ENSG00000271259			INCONSISTENT	
ENSG00000271264		MZT1P1		MZT1P1
ENSG00000271266		LAPTM4BP2		LAPTM4BP2
ENSG00000271268				
ENSG00000271269			REPRESSED	
ENSG00000271271		UGT2A2		UGT2A2
ENSG00000271272				
ENSG00000271275			REPRESSED	
ENSG00000271277				
ENSG00000271283				
ENSG00000271284		SMIM12P1		SMIM12P1
ENSG00000271287		BCRP9		BCRP9
ENSG00000271288		IGHV1OR15-3		IGHV1OR15-3
ENSG00000271290		COPS8P1		COPS8P1
ENSG00000271291				
ENSG00000271296		H3P19		H3P19
ENSG00000271298				
ENSG00000271299				
ENSG00000271302				
ENSG00000271304		DPRXP2	REPRESSED	DPRXP2
ENSG00000271306		RAC1P9	REPRESSED	RAC1P9
ENSG00000271307				
ENSG00000271309				
ENSG00000271313				
ENSG00000271314	INCONSISTENT			
ENSG00000271315				
ENSG00000271317		IGHD4OR15-4A		IGHD4OR15-4A
ENSG00000271318		MOB4P2		MOB4P2
ENSG00000271320				
ENSG00000271321		CTAGE6		CTAGE6
ENSG00000271322				
ENSG00000271327				
ENSG00000271328		B3GNTL1P2		B3GNTL1P2
ENSG00000271329				
ENSG00000271330				
ENSG00000271332		ATP5MGP8		ATP5MGP8
ENSG00000271333				
ENSG00000271334		LINC02104		LINC02104
ENSG00000271336		IGHD1OR15-1A		IGHD1OR15-1A
ENSG00000271337		NDE1P2		NDE1P2
ENSG00000271338			REPRESSED	
ENSG00000271339				
ENSG00000271340			REPRESSED	
ENSG00000271343				
ENSG00000271344				
ENSG00000271346				
ENSG00000271349				
ENSG00000271350				
ENSG00000271351		IGKV1OR2-9		IGKV1OR2-9
ENSG00000271353				
ENSG00000271355				
ENSG00000271356		USP21P2		USP21P2
ENSG00000271357				
ENSG00000271358				
ENSG00000271364	INCONSISTENT			
ENSG00000271365				
ENSG00000271366				
ENSG00000271368				
ENSG00000271369				
ENSG00000271370				
ENSG00000271373		NANOGP3		NANOGP3
ENSG00000271375				
ENSG00000271377	INCONSISTENT	IFITM3P8		IFITM3P8
ENSG00000271378		RBISP2	REPRESSED	RBISP2
ENSG00000271379				
ENSG00000271381		REXO1L9P		REXO1L9P
ENSG00000271382				
ENSG00000271383		NBPF19		NBPF19
ENSG00000271384				
ENSG00000271385				
ENSG00000271386	REPRESSED	SRGNP1		SRGNP1
ENSG00000271389		OSBPL9P1		OSBPL9P1
ENSG00000271390				
ENSG00000271392				
ENSG00000271394	REPRESSED	7SK		7SK
ENSG00000271395		LINC02336		LINC02336
ENSG00000271396				
ENSG00000271397				
ENSG00000271399				
ENSG00000271400		CCDC121P1		CCDC121P1
ENSG00000271401				
ENSG00000271402		IGKV2OR2-2		IGKV2OR2-2
ENSG00000271404		MZT1P2		MZT1P2
ENSG00000271408		NAPGP1		NAPGP1
ENSG00000271410				
ENSG00000271412		PRR13P3		PRR13P3
ENSG00000271413				
ENSG00000271414				
ENSG00000271415		RPL23AP90		RPL23AP90
ENSG00000271418				
ENSG00000271419				
ENSG00000271420			INCONSISTENT	
ENSG00000271421				
ENSG00000271423		CYCSP1		CYCSP1
ENSG00000271424		GLRX5P3		GLRX5P3
ENSG00000271425		NBPF10	INCONSISTENT	NBPF10
ENSG00000271426				
ENSG00000271428		MPHOSPH6P1	INCONSISTENT	MPHOSPH6P1
ENSG00000271429	REPRESSED	RPL17P51		RPL17P51
ENSG00000271433		PPATP2		PPATP2
ENSG00000271434	REPRESSED			
ENSG00000271435		TEKT4P3		TEKT4P3
ENSG00000271437				
ENSG00000271439				
ENSG00000271443			INCONSISTENT	
ENSG00000271449		CT45A2		CT45A2
ENSG00000271452				
ENSG00000271454				
ENSG00000271455				
ENSG00000271456				
ENSG00000271457				
ENSG00000271459			INCONSISTENT	
ENSG00000271461	REPRESSED	CKAP2LP1		CKAP2LP1
ENSG00000271462				
ENSG00000271464		DPRXP7		DPRXP7
ENSG00000271465		SQSTM1P1		SQSTM1P1
ENSG00000271466		CICP24		CICP24
ENSG00000271468				
ENSG00000271474	BIVALENT	UNC5C-AS1		UNC5C-AS1
ENSG00000271475				
ENSG00000271477				
ENSG00000271480		MTND3P19		MTND3P19
ENSG00000271482				
ENSG00000271483				
ENSG00000271484	INCONSISTENT	ABI1P1		ABI1P1
ENSG00000271486		NIPA2P3		NIPA2P3
ENSG00000271488	INCONSISTENT	RBM11P1		RBM11P1
ENSG00000271490				
ENSG00000271491				
ENSG00000271492		MEMO1P5		MEMO1P5
ENSG00000271494				
ENSG00000271495				
ENSG00000271496		SNRPGP20		SNRPGP20
ENSG00000271498	REPRESSED			
ENSG00000271499				
ENSG00000271500				
ENSG00000271502				
ENSG00000271507				
ENSG00000271508				
ENSG00000271509				
ENSG00000271511				
ENSG00000271519				
ENSG00000271522				
ENSG00000271523				
ENSG00000271524		BNIP3P17		BNIP3P17
ENSG00000271525		ARF4P1		ARF4P1
ENSG00000271526				
ENSG00000271527			REPRESSED	
ENSG00000271530		WBP1LP12		WBP1LP12
ENSG00000271532		BBIP1P1		BBIP1P1
ENSG00000271533	REPRESSED			
ENSG00000271536				
ENSG00000271537				
ENSG00000271543				
ENSG00000271544			INCONSISTENT	
ENSG00000271546				
ENSG00000271547				
ENSG00000271550	COMPLEX	BNIP3P11		BNIP3P11
ENSG00000271553				
ENSG00000271554				
ENSG00000271555				
ENSG00000271557		YPEL5P2		YPEL5P2
ENSG00000271558				
ENSG00000271559				
ENSG00000271560				
ENSG00000271563		HIRAP1		HIRAP1
ENSG00000271564		LINC02333	INCONSISTENT	LINC02333
ENSG00000271565				
ENSG00000271567		PPIAL4E		PPIAL4E
ENSG00000271568				
ENSG00000271569		IGKV1OR2-6		IGKV1OR2-6
ENSG00000271573			INCONSISTENT	
ENSG00000271578				
ENSG00000271579				
ENSG00000271580				
ENSG00000271582				
ENSG00000271583	REPRESSED			
ENSG00000271584	COMPLEX	LINC02550		LINC02550
ENSG00000271585		SELENOTP2		SELENOTP2
ENSG00000271586				
ENSG00000271587				
ENSG00000271588		LARP7P1	REPRESSED	LARP7P1
ENSG00000271589				
ENSG00000271590	REPRESSED			
ENSG00000271595		ELOCP35		ELOCP35
ENSG00000271596				
ENSG00000271597				
ENSG00000271598	INCONSISTENT			
ENSG00000271600				
ENSG00000271602		KRT8P49	REPRESSED	KRT8P49
ENSG00000271606				
ENSG00000271607				
ENSG00000271608	REPRESSED			
ENSG00000271609			INCONSISTENT	
ENSG00000271611			REPRESSED	
ENSG00000271612	INCONSISTENT	HSPE1P14		HSPE1P14
ENSG00000271615		ACTG1P22		ACTG1P22
ENSG00000271616			INCONSISTENT	
ENSG00000271618				
ENSG00000271620		IGHV3OR16-7		IGHV3OR16-7
ENSG00000271621				
ENSG00000271623				
ENSG00000271624				
ENSG00000271625		PSMA6P4		PSMA6P4
ENSG00000271626	INCONSISTENT	H3P42		H3P42
ENSG00000271627		NKAIN1P2		NKAIN1P2
